Algoritmo,Configuracion,Run,Bandgap (Hz),Max Stress (MPa),Volumen,Tiempo (s)
MS-MBPSO,Secuencial S1 (Bottleneck),8,839.347703403881,17.845582786938675,0.45367187500000006,20.671746015548706
MS-MBPSO,Secuencial S1 (Bottleneck),9,1327.5650265014297,66.96148944419048,0.45367187500000006,18.264162063598633
MS-MBPSO,Secuencial S2 (Bottleneck),0,474.45337588321945,23.4758343814208,0.45367187499999995,40.930320501327515
MS-MBPSO,Secuencial S2 (Bottleneck),1,896.4380864327193,233.48902804039685,0.45367187500000006,35.88228893280029
MS-MBPSO,Secuencial S2 (Bottleneck),2,149.93679929867267,53.08421355739748,0.45367187499999995,31.841997385025024
MS-MBPSO,Secuencial S2 (Bottleneck),3,986.3261821259225,3.081917727182608,0.453671875,58.89940595626831
MS-MBPSO,Secuencial S2 (Bottleneck),4,838.3099890160483,136.21346200465078,0.4380625000000001,30.653279542922974
MS-MBPSO,Secuencial S2 (Bottleneck),5,588.0491373267885,20.86250069429655,0.45367187499999984,32.90004301071167
MS-MBPSO,Secuencial S2 (Bottleneck),6,317.13955854994447,5.855273338674474,0.45367187499999995,43.51259422302246
MS-MBPSO,Secuencial S2 (Bottleneck),7,812.4659117137843,3.387426846847914,0.46928125000000004,26.830937147140503
MS-MBPSO,Secuencial S2 (Bottleneck),8,550.0560658089198,27.03746458938683,0.45367187499999995,41.693827390670776
MS-MBPSO,Secuencial S2 (Bottleneck),9,472.72888790336594,29.61935035363902,0.4380625,43.97252368927002
HIBRIDO,Homogeneo S1,0,894.3080649629785,15.649315625446526,0.45367187500000006,84.95678520202637
HIBRIDO,Homogeneo S1,1,1513.4921553068134,2.5478376264864395,0.453671875,79.0502519607544
HIBRIDO,Homogeneo S1,2,1040.1263221455883,105.72944682919777,0.45367187500000006,73.46694755554199
HIBRIDO,Homogeneo S1,3,1010.2877468412387,15.491215936940502,0.45367187500000006,102.4262592792511
HIBRIDO,Homogeneo S1,4,1093.6862594587606,113.23193903792026,0.453671875,84.57760262489319
HIBRIDO,Homogeneo S1,5,1200.3737345723698,2.9571519064545955,0.45367187500000006,76.30332946777344
HIBRIDO,Homogeneo S1,6,389.3891021109996,21.94821160634233,0.45367187500000006,76.76312494277954
HIBRIDO,Homogeneo S1,7,872.1609377969148,4.732439113466938,0.453671875,69.61952757835388
HIBRIDO,Homogeneo S1,8,578.6771104626253,41.542222239346536,0.45367187500000006,69.93000888824463
HIBRIDO,Homogeneo S1,9,1223.1296903672014,81.48813353232542,0.46928125,71.30710005760193
HIBRIDO,Homogeneo S2,0,894.3080648455064,15.649315626421574,0.45367187500000006,66.91364216804504
HIBRIDO,Homogeneo S2,1,1513.4921553331835,2.547837626507856,0.453671875,68.60557770729065
HIBRIDO,Homogeneo S2,2,1040.1263221455874,105.72944429789537,0.45367187500000006,69.14915800094604
HIBRIDO,Homogeneo S2,3,1010.2877479760325,15.491215932979458,0.45367187500000006,71.09513640403748
HIBRIDO,Homogeneo S2,4,1093.6862593828876,113.23200316451057,0.453671875,68.5769317150116
HIBRIDO,Homogeneo S2,5,1200.3737345864479,2.9571519064608194,0.45367187500000006,64.49139404296875
HIBRIDO,Homogeneo S2,6,389.38910101484043,21.94821160520955,0.45367187500000006,73.62435746192932
HIBRIDO,Homogeneo S2,7,872.1609374327147,4.7324391130875965,0.453671875,71.53953433036804
HIBRIDO,Homogeneo S2,8,578.6771104626278,41.542222237840804,0.45367187500000006,66.84951615333557
HIBRIDO,Homogeneo S2,9,1223.1296903672032,81.83068813650085,0.46928125,65.02509641647339
HIBRIDO,Heterogeneo S1+S2,0,504.28626316072837,4.819108150674738,0.45367187500000006,21.792728662490845
HIBRIDO,Heterogeneo S1+S2,1,1126.090044215795,2.0202309517794212,0.4380625,24.896964073181152
HIBRIDO,Heterogeneo S1+S2,2,916.3430356459182,73.77397182920105,0.45367187499999984,24.728425979614258
HIBRIDO,Heterogeneo S1+S2,3,671.8499268346966,19.514856636952565,0.4380625,25.74204993247986
HIBRIDO,Heterogeneo S1+S2,4,825.7542797238366,52.86371281025567,0.45367187500000006,22.68700885772705
HIBRIDO,Heterogeneo S1+S2,5,1250.2362890239294,2.596793149560598,0.46928125,25.39214777946472
HIBRIDO,Heterogeneo S1+S2,6,389.3891021109996,21.948211594829203,0.45367187500000006,24.97984766960144
HIBRIDO,Heterogeneo S1+S2,7,730.5801896369853,18.49501519793182,0.45367187500000006,30.615288734436035
HIBRIDO,Heterogeneo S1+S2,8,994.6679862785179,3.5829393324437184,0.45367187500000006,36.651893854141235
HIBRIDO,Heterogeneo S1+S2,9,1012.4742281489092,16.260341513062027,0.46928125000000004,11.560697317123413
